catalog_id,source_file,web_file,media_type,subject,service_context,room_or_area,city,state,country,creator,credit_line,copyright_notice,rights_usage_terms,permission_status,client_or_people_approval,usage_scope,page_assignment,alt_text,caption,keywords,status,notes
IMG-0281,MEDIA/IMAGES/gavin-hammond-studio-headshot-view-03.jpg,MEDIA/IMAGES/gavin-hammond-studio-headshot-view-03.webp,image,gavin hammond studio headshot view 03,recording studio,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,our-team,"Portrait of Gavin Hammond, business owner and lead engineer, at Checkmark Audio.",,recording studio,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0282,MEDIA/IMAGES/gavin-hammond-studio-headshot.jpg,MEDIA/IMAGES/gavin-hammond-studio-headshot.webp,image,gavin hammond studio headshot,recording studio,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,our-team,"Portrait of Gavin Hammond, business owner and lead engineer, at Checkmark Audio.",,recording studio,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0284,MEDIA/IMAGES/gavin-hammond-studio-portrait.jpg,MEDIA/IMAGES/gavin-hammond-studio-portrait.webp,image,gavin hammond studio portrait,recording studio,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,our-team,Portrait of Gavin Hammond in the recording studio at Checkmark Audio.,,recording studio,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0287,MEDIA/IMAGES/google-review-screenshot.png,MEDIA/IMAGES/google-review-screenshot.webp,image,google review screenshot,,,,,,not-applicable,,© Checkmark Audio. All rights reserved.,,verified,not-applicable,public-website,home,Screenshot of a five-star customer review.,,,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0289,MEDIA/IMAGES/gregorio-and-the-unknown-1.jpg,MEDIA/IMAGES/GALLERY/gregorio-and-the-unknown-1.webp,image,gregorio and the unknown 1,,,,,,Gregorio and The Unknown,Courtesy of Gregorio and The Unknown,© Gregorio and The Unknown. Used with permission.,Property of Gregorio and The Unknown; used with the artist's permission for Checkmark Audio promotional/website purposes.,verified,approved,public-website,gallery,"Gregorio and The Unknown, an Albuquerque band Checkmark Audio has worked with.",,,pending-human-approval,"Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing. Creator credit needs research (likely shot off-site or band-supplied artwork); not yet confirmed. Confirmed by Gavin 2026-08-08: artist-supplied material, usable as originally discussed when sent to Checkmark Audio."
IMG-0291,MEDIA/IMAGES/gregorio-and-the-unknown-artist-cafe-music-artist-bottom-footer.jpg,MEDIA/IMAGES/gregorio-and-the-unknown-artist-cafe-music-artist-bottom-footer.webp,image,gregorio and the unknown artist cafe music artist bottom footer,,,,,,Gregorio and The Unknown,Courtesy of Gregorio and The Unknown,© Gregorio and The Unknown. Used with permission.,Property of Gregorio and The Unknown; used with the artist's permission for Checkmark Audio promotional/website purposes.,verified,approved,public-website,artist-promotion,"Gregorio and The Unknown, featured in Checkmark Audio's artist gallery.",,,pending-human-approval,"Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing. Creator credit needs research (likely shot off-site or band-supplied artwork); not yet confirmed. Confirmed by Gavin 2026-08-08: artist-supplied material, usable as originally discussed when sent to Checkmark Audio."
IMG-0292,MEDIA/IMAGES/group-recording-session-studio-b-view-02.jpg,MEDIA/IMAGES/GALLERY/group-recording-session-studio-b-view-02.webp,image,group recording session studio b view 02,recording studio,Studio B,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,not-applicable,public-website,gallery,Group recording session in Studio B at Checkmark Audio.,,recording studio; Studio B,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0294,MEDIA/IMAGES/group-recording-session-studio-b.jpg,MEDIA/IMAGES/GALLERY/group-recording-session-studio-b.webp,image,group recording session studio b,recording studio,Studio B,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,not-applicable,public-website,gallery,Group recording session in Studio B at Checkmark Audio.,,recording studio; Studio B,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0298,MEDIA/IMAGES/guitar-instructor-acoustic-performance-portrait.jpg,MEDIA/IMAGES/guitar-instructor-acoustic-performance-portrait.webp,image,guitar instructor acoustic performance portrait,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,school-site,artist-photography,Guitar instructor performing on acoustic guitar.,,,pending-human-approval,Separate-school scope candidate; keep off the studio site unless approved as a brief cross-link asset. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0299,MEDIA/IMAGES/guitarist-dark-studio-portrait-view-02.jpg,MEDIA/IMAGES/guitarist-dark-studio-portrait-view-02.webp,image,guitarist dark studio portrait view 02,recording studio,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,artist-photography,Dark studio portrait of a guitarist.,,recording studio,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0300,MEDIA/IMAGES/guitarist-dark-studio-portrait.jpg,MEDIA/IMAGES/guitarist-dark-studio-portrait.webp,image,guitarist dark studio portrait,recording studio,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,artist-photography,Dark studio portrait of a guitarist.,,recording studio,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0302,MEDIA/IMAGES/haven-album-cover-1.jpg,MEDIA/IMAGES/haven-album-cover-1.webp,image,haven album cover 1,,,,,,Haven,Courtesy of Haven,© Haven. Used with permission.,Property of Haven; used with the artist's permission for Checkmark Audio promotional/website purposes.,verified,not-applicable,public-website,artist-promotion,Haven's album cover artwork.,,,pending-human-approval,"Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing. Creator credit needs research (likely shot off-site or band-supplied artwork); not yet confirmed. Confirmed by Gavin 2026-08-08: artist-supplied material, usable as originally discussed when sent to Checkmark Audio."
IMG-0303,MEDIA/IMAGES/haven-album-cover.jpg,MEDIA/IMAGES/haven-album-cover.webp,image,haven album cover,,,,,,Haven,Courtesy of Haven,© Haven. Used with permission.,Property of Haven; used with the artist's permission for Checkmark Audio promotional/website purposes.,verified,not-applicable,public-website,artist-promotion,Haven's album cover artwork.,,,pending-human-approval,"Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing. Creator credit needs research (likely shot off-site or band-supplied artwork); not yet confirmed. Confirmed by Gavin 2026-08-08: artist-supplied material, usable as originally discussed when sent to Checkmark Audio."
IMG-0304,MEDIA/IMAGES/hero-david-thumbnail.jpg,MEDIA/IMAGES/hero-david-thumbnail.webp,image,hero david thumbnail,,,,,,Artist (unidentified),Courtesy of the featured artist,© the featured artist. Used with permission.,"Property of the featured artist; used with permission for Checkmark Audio promotional/website purposes, per the same arrangement as other artist-supplied material. Specific artist name not confirmed.",verified,approved,public-website,artist-promotion,Video thumbnail featuring David.,,,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing. Creator credit needs research (likely shot off-site or band-supplied artwork); not yet confirmed. Too ambiguous to attribute to a specific named artist; credited generically per Bridget 2026-08-08.
IMG-0306,MEDIA/IMAGES/hey-millie-album-cover-artist-holding-cash.jpg,MEDIA/IMAGES/hey-millie-album-cover-artist-holding-cash.webp,image,hey millie album cover artist holding cash,,,,,,Millie,Courtesy of Millie,© Millie. Used with permission.,Property of Millie; used with the artist's permission for Checkmark Audio promotional/website purposes.,verified,approved,public-website,artist-promotion,"Millie's ""Hey Millie"" album cover artwork.",,,pending-human-approval,"Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing. Creator credit needs research (likely shot off-site or band-supplied artwork); not yet confirmed. Confirmed by Gavin 2026-08-08: artist-supplied material, usable as originally discussed when sent to Checkmark Audio."
IMG-0307,MEDIA/IMAGES/i-wanna-be-free-thumbnail.jpg,MEDIA/IMAGES/i-wanna-be-free-thumbnail.webp,image,i wanna be free thumbnail,,,,,,Artist (unidentified),Courtesy of the featured artist,© the featured artist. Used with permission.,"Property of the featured artist; used with permission for Checkmark Audio promotional/website purposes, per the same arrangement as other artist-supplied material. Specific artist name not confirmed.",verified,not-applicable,public-website,artist-promotion,"Thumbnail for the song ""I Wanna Be Free.""",,,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing. Creator credit needs research (likely shot off-site or band-supplied artwork); not yet confirmed. Too ambiguous to attribute to a specific named artist; credited generically per Bridget 2026-08-08.
IMG-0308,MEDIA/IMAGES/instagram-logo-white.png,MEDIA/IMAGES/instagram-logo-white.webp,image,instagram logo white,,,,,,not-applicable,,© Checkmark Audio. All rights reserved.,,third-party-review-required,not-applicable,public-website,sitewide-logo,,,,pending-human-approval,Third-party mark or source requires rights review. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES.
IMG-0310,MEDIA/IMAGES/jjune-vocal-recording-session.jpg,MEDIA/IMAGES/jjune-vocal-recording-session.webp,image,jjune vocal recording session,vocal recording,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,artist-photography,Jjune recording vocals in the booth at Checkmark Audio.,,vocal recording,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0312,MEDIA/IMAGES/library-of-congress-logo.webp,MEDIA/IMAGES/library-of-congress-logo.webp,image,library of congress logo,,,,,,not-applicable,,© Checkmark Audio. All rights reserved.,,third-party-review-required,not-applicable,public-website,sitewide-logo,Library of Congress logo.,,,pending-human-approval,Third-party mark or source requires rights review. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0313,MEDIA/IMAGES/live-concert-audience-black-and-white.png,MEDIA/IMAGES/GALLERY/live-concert-audience-black-and-white.webp,image,live concert audience black and white,,,,,,Artist (unidentified),Courtesy of the featured artist,© the featured artist. Used with permission.,"Property of the featured artist; used with permission for Checkmark Audio promotional/website purposes, per the same arrangement as other artist-supplied material. Specific artist name not confirmed.",verified,not-applicable,public-website,gallery,Black-and-white photo of a live concert crowd.,,,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing. Creator credit needs research (likely shot off-site or band-supplied artwork); not yet confirmed. Too ambiguous to attribute to a specific named artist; credited generically per Bridget 2026-08-08.
IMG-0314,MEDIA/IMAGES/live-concert-crowd-black-and-white.png,MEDIA/IMAGES/GALLERY/live-concert-crowd-black-and-white.webp,image,live concert crowd black and white,,,,,,Artist (unidentified),Courtesy of the featured artist,© the featured artist. Used with permission.,"Property of the featured artist; used with permission for Checkmark Audio promotional/website purposes, per the same arrangement as other artist-supplied material. Specific artist name not confirmed.",verified,not-applicable,public-website,gallery,Black-and-white photo of a live concert crowd.,,,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing. Creator credit needs research (likely shot off-site or band-supplied artwork); not yet confirmed. Too ambiguous to attribute to a specific named artist; credited generically per Bridget 2026-08-08.
IMG-0315,MEDIA/IMAGES/lobo-rap-group-black-and-white-group-portrait.jpeg,MEDIA/IMAGES/lobo-rap-group-black-and-white-group-portrait.webp,image,lobo rap group black and white group portrait,,,,,,Lobo,Courtesy of Lobo,© Lobo. Used with permission.,Property of Lobo; used with the artist's permission for Checkmark Audio promotional/website purposes.,verified,approved,public-website,artist-promotion,Black-and-white group portrait of the rap group Lobo.,,,pending-human-approval,"Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing. Creator credit needs research (likely shot off-site or band-supplied artwork); not yet confirmed. Confirmed by Gavin 2026-08-08: artist-supplied material, usable as originally discussed when sent to Checkmark Audio."
IMG-0316,MEDIA/IMAGES/los-angeles-film-school-logo-view-02.png,MEDIA/IMAGES/los-angeles-film-school-logo-view-02.webp,image,los angeles film school logo view 02,,,,,,not-applicable,,© Checkmark Audio. All rights reserved.,,third-party-review-required,not-applicable,school-site,home,Los Angeles Film School logo.,,,pending-human-approval,Third-party mark or source requires rights review. Separate-school scope candidate; keep off the studio site unless approved as a brief cross-link asset. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0318,MEDIA/IMAGES/los-angeles-film-school-logo.png,MEDIA/IMAGES/los-angeles-film-school-logo.webp,image,los angeles film school logo,,,,,,not-applicable,,© Checkmark Audio. All rights reserved.,,third-party-review-required,not-applicable,school-site,home,Los Angeles Film School logo.,,,pending-human-approval,Third-party mark or source requires rights review. Separate-school scope candidate; keep off the studio site unless approved as a brief cross-link asset. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0319,MEDIA/IMAGES/male-artist-blue-cap-studio-headshot.jpg,MEDIA/IMAGES/male-artist-blue-cap-studio-headshot.webp,image,male artist blue cap studio headshot,recording studio,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,artist-photography,Studio headshot of a male artist wearing a blue cap.,,recording studio,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0320,MEDIA/IMAGES/male-artist-looking-up-studio-portrait.jpg,MEDIA/IMAGES/male-artist-looking-up-studio-portrait.webp,image,male artist looking up studio portrait,recording studio,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,artist-photography,"Studio portrait of a male artist against acoustic panels, looking upward.",,recording studio,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0321,MEDIA/IMAGES/male-artist-praying-pink-portrait.jpg,MEDIA/IMAGES/male-artist-praying-pink-portrait.webp,image,male artist praying pink portrait,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,artist-photography,Studio portrait of an unidentified male artist.,,,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0322,MEDIA/IMAGES/male-artist-purple-light-side-portrait.jpg,MEDIA/IMAGES/male-artist-purple-light-side-portrait.webp,image,male artist purple light side portrait,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,artist-photography,Studio portrait of an unidentified male artist.,,,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0323,MEDIA/IMAGES/male-artist-purple-light-standing-silhouette.jpg,MEDIA/IMAGES/male-artist-purple-light-standing-silhouette.webp,image,male artist purple light standing silhouette,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,artist-photography,Studio portrait of an unidentified male artist.,,,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0324,MEDIA/IMAGES/diego-headshot-view-02.jpg,MEDIA/IMAGES/diego-headshot-view-02.webp,image,male artist reclining close up portrait,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,artist-photography,Studio headshot portrait of musician Diego.,,,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0325,MEDIA/IMAGES/male-artist-seated-white-background-portrait.jpg,MEDIA/IMAGES/male-artist-seated-white-background-portrait.webp,image,male artist seated white background portrait,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,artist-photography,Studio portrait of an unidentified male artist.,,,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0326,MEDIA/IMAGES/male-artist-white-background-side-portrait.jpg,MEDIA/IMAGES/male-artist-white-background-side-portrait.webp,image,male artist white background side portrait,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,artist-photography,Studio portrait of an unidentified male artist.,,,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0327,MEDIA/IMAGES/male-musician-studio-interview-speaking.png,MEDIA/IMAGES/male-musician-studio-interview-speaking.webp,image,male musician studio interview speaking,recording studio,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,artist-photography,Studio portrait of an unidentified male artist.,,recording studio,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0328,MEDIA/IMAGES/jjune-vocal-recording-session-view-02.jpg,MEDIA/IMAGES/jjune-vocal-recording-session-view-02.webp,image,male singer vocal booth microphone performance,vocal recording,Vocal booth,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,artist-photography,Jjune recording vocals in the booth at Checkmark Audio.,,vocal recording; Vocal booth,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0329,MEDIA/IMAGES/male-vocalist-microphone-portrait-view-02.jpg,MEDIA/IMAGES/male-vocalist-microphone-portrait-view-02.webp,image,male vocalist microphone portrait view 02,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,artist-photography,Vocalist portrait at the studio microphone at Checkmark Audio.,,,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0330,MEDIA/IMAGES/male-vocalist-microphone-portrait.jpg,MEDIA/IMAGES/male-vocalist-microphone-portrait.webp,image,male vocalist microphone portrait,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,artist-photography,Vocalist portrait at the studio microphone at Checkmark Audio.,,,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0331,MEDIA/IMAGES/marz-artist-photography-promo-view-02.png,MEDIA/IMAGES/marz-artist-photography-promo-view-02.webp,image,marz artist photography promo view 02,,,,,,Marz,Courtesy of Marz,© Marz. Used with permission.,Property of Marz; used with the artist's permission for Checkmark Audio promotional/website purposes.,verified,approved,public-website,artist-promotion,Marz promotional artist photography.,,,pending-human-approval,"Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing. Creator credit needs research (likely shot off-site or band-supplied artwork); not yet confirmed. Confirmed by Gavin 2026-08-08: artist-supplied material, usable as originally discussed when sent to Checkmark Audio."
IMG-0332,MEDIA/IMAGES/marz-artist-photography-promo.png,MEDIA/IMAGES/marz-artist-photography-promo.webp,image,marz artist photography promo,,,,,,Marz,Courtesy of Marz,© Marz. Used with permission.,Property of Marz; used with the artist's permission for Checkmark Audio promotional/website purposes.,verified,approved,public-website,artist-promotion,Marz promotional artist photography.,,,pending-human-approval,"Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing. Creator credit needs research (likely shot off-site or band-supplied artwork); not yet confirmed. Confirmed by Gavin 2026-08-08: artist-supplied material, usable as originally discussed when sent to Checkmark Audio."
IMG-0333,MEDIA/IMAGES/marz-artist-photography-services-graphic.png,MEDIA/IMAGES/marz-artist-photography-services-graphic.webp,image,marz artist photography services graphic,,,,,,Marz,Courtesy of Marz,© Marz. Used with permission.,Property of Marz; used with the artist's permission for Checkmark Audio promotional/website purposes.,verified,approved,public-website,artist-promotion,Marz promotional artist photography.,,,pending-human-approval,"Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing. Creator credit needs research (likely shot off-site or band-supplied artwork); not yet confirmed. Confirmed by Gavin 2026-08-08: artist-supplied material, usable as originally discussed when sent to Checkmark Audio."
